subject_id,time_elapsed,gender,age,understood,pass_attention,comments
5591827dfdf99b4fccbdfb21,2603738,female,53,yes,True,            
559ef308fdf99b2616ff2a4f,689702,female,67,yes,True,            
57e4b99ac3e5930001447324,1220161,male,33,yes,True,            none
5a57a9bbac5624000153bc85,671145,male,33,yes,True,            
5a9eea0835237b000112bdfb,494564,male,30,yes,True,            
5b4693dd0a4da000018a18ed,871820,male,30,yes,True,            
5bcb1a815c2b810001dc2cf7,604530,female,38,yes,True,            
5d1b0776e1c05200018b582d,2915431,female,35,yes,True,            no comments
5d4a1c61be2a040001beaedb,592708,female,32,yes,True,            N/A
5da4152a3ab39a0011295a3e,993688,female,60,yes,True,            
5de8bc74553cee8280a7dd84,1202609,male,26,yes,True,            
5dfbb9eaae7b308dbf97a681,657225,female,56,yes,True,            
5e276da673bc15084160abd3,557677,male,25,yes,True,            
5e837e917441520b9c662931,1589198,female,43,yes,True,            
5e920f8ff84fbf541f79021c,476432,male,29,yes,True,            
5eadd3cf13f83a483b5b8c04,648162,male,25,yes,True,            
5ec189f03d870d5ba617fcc4,525473,female,40,yes,True,            
5f32e865bd94490a64d9c9f5,1184976,male,34,yes,True,            
5f3ecc42701f7b169ba22ff9,817306,male,35,yes,True,            
5f51135fd3e0342eda5f66c5,526175,male,29,yes,True,            N/A
5f5848bad298df3b59ffcd12,1305086,female,35,yes,True,            
5fbdde99e3096b24351dc1cb,398712,male,25,yes,True,            
5fc2ab07be970b4cde3ba33d,886114,male,56,yes,True,            
5fc5c8cd0ddd731579639c07,726601,male,38,yes,True,            
5fc67d2039043500089c86ae,1222573,female,24,yes,True,            
5fc70f3bd255c10f0b2346ba,704342,nonconforming,27,yes,True,            
5fee0c90eb52700cd9752702,1032369,female,50,yes,True,            Equal situations can still bring annoyance.
605fbc12c61d8d10250f6e51,410219,female,27,yes,True,            
60abdc82ec2d1e548b986424,1036438,male,61,yes,True,            
60b9153f54f9eb0f559e839b,1235305,nonconforming,23,yes,True,            no
60c2cc653d0c6208fc8899fc,486632,male,31,yes,True,            
60ea8e0a21b4d8ed9eddcc82,604570,male,26,yes,True,            
60fcd954f5ff1656599b53c9,1682975,male,37,yes,True,            None
60fd738d6019a3e73c0ecba6,824811,female,42,yes,True,This was very interesting and I appreciate the opportunity to contribute!
60fef35575c913648f573049,387659,male,24,yes,True,            
60ff2a644895b264d2d15249,493276,female,22,yes,True,            
6100243fb01d4edf56b987cc,655923,female,21,yes,True,            
6103217486fd393d9efbba25,2582653,female,23,yes,True,            
6107cd8f1e72bcba832478d7,591692,female,52,yes,True,            
61085df762ade24892b6fb01,654656,female,30,yes,True,            n/a
610c5f5975cae7507da4d228,508825,female,29,yes,True,            
61369e0db0f0be2588e09863,1003402,male,42,yes,True,Questions were clear and easy to understand. Thanks!
6234dbba467fabd56fa59e1a,594108,male,54,yes,True,            
6275fdd2bb2eec085e98432f,687478,female,27,yes,True,            
628fb6914fc639e544d9f22f,647335,male,25,yes,True,            
62cf8b6eac8db5ea98343fbe,293863,male,39,yes,True,            no
62e56c430e201fe5d1f09b6d,510829,male,34,yes,True,            great survey
62ea3fe730c598a10967ba22,605841,male,28,yes,True,            
63161c28f7f6c1d0f60b054f,449149,female,45,yes,True,            
631bf96cdf83ffb8f4a7fab8,1411043,male,23,yes,True,            
63921f485b7f7955d18ce694,841985,female,57,yes,True,            
6398db762e009c7af9e1da88,758349,male,48,yes,True,            thanks
63d14d27428bcdc47ebf6a00,1503932,female,35,yes,True,            
63d7ae296798556be9462358,536055,male,44,yes,True,            
63d87654c14b742db0fba872,1163176,female,67,yes,True,            
63e5afe232a49ecaa3272df9,593552,male,27,yes,True,"         A lot of the scenarios seemed similar and I found myself picking ""not at all annoyed"" and ""highly satisfied"" for the overwhelming majority.   "
63ea829db0ab927a007cacec,595031,male,19,yes,True,            
645e3a724c49682e5720d171,404819,female,27,yes,True,            
64b48027597a1bb95ac7fba6,1138399,female,40,yes,True,            
