subject_id,time_elapsed,gender,age,understood,pass_attention,comments
559c1e28fdf99b2189ee807d,818335,female,55,yes,True,            
5686e598369319000b268e63,1305815,male,39,yes,True,            
56e2d87a0756b2000da6303d,643069,male,30,yes,True,            
5722d02a74e7ff0013a6f051,567902,female,38,yes,True,            
5758a211cb13810006479a0d,1527193,male,59,yes,True,            
576017836442fa0006cfb7cd,1511095,female,53,yes,True,            
57dd7528a0e8ce00015445fd,1759085,female,32,yes,True,            
58064d91f25c440001678a10,861028,male,60,yes,True,            
582c800ab56bfd00011fd586,818950,female,41,yes,True,            
589a46af57995d0001a8a03a,1032106,female,43,yes,True,            
58e98b8c41b9a700018d580b,603035,female,29,yes,True,            
597b81f3de42bf000181db0b,1015047,male,41,yes,True,           No comments. 
59ea4e1116ecc200016ff81e,1049005,male,34,yes,True,          None.   
5a459ab2ee927b0001e1e1e2,796533,female,55,yes,True,            
5a6f60e4efd3a7000120f057,1438656,female,34,yes,True,            
5a6ff39ef660ae0001a9837e,373920,female,25,yes,True,            n/a
5ac4c730f69e940001d977e1,1000352,male,29,yes,True,            none
5af09ff00eca060001b1379c,1232405,female,52,yes,True,            
5ba41c422d28760001a382e0,576192,female,29,yes,True,            
5bc79ce8f653a50001ce430e,789164,female,35,yes,True,            N/A
5be33a3fdd850e0001d2c600,3815104,female,45,yes,True,            no
5bf311373a5bf00001401f64,780029,male,37,yes,True,      no comments      
5c37db5fbef9a20001e3aee7,946704,male,23,yes,True,            
5c37ecbfbef9a20001e3b0d9,383568,male,29,yes,True,            
5c476621b521ee00019abf67,803684,female,64,yes,True,            
5c958b7bd676900001e1a73b,784315,female,25,yes,True,            no comments 
5cc7d0ec3ef93000171c9637,657731,female,40,yes,True,            
5cd08e2ff59e0a0013563602,2414822,male,35,yes,True,            
5d0a7c784cf0d90018b049c6,537393,female,26,yes,True,            
5d163b2c601cd7000172713c,336928,male,30,yes,True,            
5d30ec270334500019f10a91,585512,female,35,yes,True,            
5d3116d2f623e900160b5a3d,952294,male,34,yes,True,My general line of thinking is that the one with more power generally gets their way if it is something work/responsibility related and things stay the same.  If they have equal power it balances back and forth and if it is something personal like watching each others kids then it would be a back and forth because those are personal favors and outside of the realm of work status or what have you.   
5d57e3807d795e001988c034,821755,male,26,yes,True,         maybe variation for the questions. or person 1 > person 2   
5d61547443c13200193ccb12,1703819,male,39,yes,True,            
5d93b788fdfe9d001c00c255,472207,female,44,yes,True,            
5d989a27b4d967001657580d,3018792,male,31,yes,True,            
5dbddfb8a7b7bc306f4f5daa,874410,female,43,yes,True,            
5dd00a19b51b3e103a6f50c8,1223502,female,50,yes,True,            
5dd6d370194e486498e13ab6,891931,female,48,yes,True,            
