subject_id,time_elapsed,gender,age,understood,pass_attention,comments
6948e7ab6695b2dbe71864e7ce48f43d,1191013,female,29,yes,TRUE,NA
0334bd683c98bf8ad3c57a1b1d7b4718,752238,male,33,yes,TRUE,"I'm not really sure what you guys are trying to study here or what's so mysterious about these hypothetical interactions. While it's possible to interpret some of the scenarios as the other party being overbearing, I think might be over-reading the information provided, and that as a genera rule most people would be pretty happy with somebody else taking the initiative to do stuff on both parties' behalf."
29609eb9e41904622ad6869fa110531c,2296450,female,27,yes,TRUE,NA
821eb5095d5427a178420838220a2c1e,2603738,female,53,yes,TRUE,NA
e1cc628812f7e403c482ae97e60a71d1,689702,female,67,yes,TRUE,NA
628253d4da5de9c7e8da7221c52f412e,799467,male,31,yes,TRUE,NA
d6d607e8ea2220c319d53963078c2db2,1220161,male,33,yes,TRUE,none
d0fb12c8a2a5841f6cfb5947c91a7520,645393,male,29,yes,TRUE,No comments
9505ed51dc3d4532a92f4077b69f14f0,933702,female,38,yes,TRUE,NA
817fada6ffd957fedafb4658c3048035,763200,male,27,yes,TRUE,NA
1dd9b499ff387e1a39e2f5e52f75c34c,985133,female,26,yes,TRUE,NA
aeed2150917e175352ac5acac30712da,671145,male,33,yes,TRUE,NA
8603c3b97583fa773c3527542363fd57,494564,male,30,yes,TRUE,NA
c2f42dde81ce5ccae0840b40d4301c88,799982,female,34,yes,TRUE,NA
44d81f9a5a723ab9d6850e222af02756,660988,nonconforming,23,yes,TRUE,NA
41cfa80e76f87f7625ed275f0170a8a8,1856915,female,75,yes,TRUE,NA
d7783479786f8337a9b8cfa0443b49be,871820,male,30,yes,TRUE,NA
8399fbe198ecfd92602399505226bdaf,777928,female,71,yes,TRUE,NA
a25bdd5f997bd0e2f20ecfcd1f1641f1,2097703,male,27,yes,TRUE,NA
18c7b5bdfb413a83806004fdb701278a,604530,female,38,yes,TRUE,NA
cfe43a65b0d4c154f92a8f4a585e70cf,573349,female,27,yes,TRUE,NA
5ecfafcd20ef5e3645f080554aab8c12,1005115,male,36,yes,TRUE,Thank you for offering this interesting study on perceptions related to social situations. I certainly wouldn't mind participating in more studies like this in the future.
0dcb9e02fe20cbdbfacf43a56d13448e,609302,female,32,yes,TRUE,The use of the term 'relationship' in the first few questions made me think it was saying the two people were in a dating/marriage type of a relationship. It took a few questions to see that that wasn't necessarily what it was saying. I do wonder if my answers were skewed at all due to that confusion in the first few questions.
99b94c31cab2aa2990845641f23716cf,847872,female,37,yes,TRUE,NA
fc2adc7693ab1d6a9bb75937b64c1256,244216,male,24,yes,TRUE,NA
4bd663341439f60129fa5c0427eb5a2d,2128240,male,22,yes,TRUE,NA
a9ce71c1d9ac2fd6d51da41bb2fee808,357189,male,29,yes,TRUE,n/a
b39aba0f5945d713334a5a9a2569ba0d,822732,nonconforming,28,yes,TRUE,NA
ea1744a669b4c659e758c37ac6573621,2915431,female,35,yes,TRUE,no comments
0e0ca048ca215c9eba497fbd02115ef3,1142615,female,56,yes,TRUE,NA
51e9e0da225a53ed011b6c6aa1c20c92,592708,female,32,yes,TRUE,N/A
701e77188025842186974edd15b65c81,811473,female,31,yes,TRUE,NA
b4f50943c77900adddbb238d47f91a13,847719,male,26,yes,TRUE,NA
b2747ddd2790420bdde0e3ffeb41ebd0,236156,male,32,yes,TRUE,NA
9ffdafc15b06d81efbca6a753b6fd83c,994265,female,62,yes,TRUE,NA
69c00648e3b0eb05385d01ad65642983,993688,female,60,yes,TRUE,NA
22cab5f4ee15bb2fe4016bae3921402c,887346,male,52,yes,TRUE,no problems taking the study. thank you
7f6c68091691cc5178a7396e25dc712d,825743,female,40,yes,TRUE,NA
4b73890f1071fccf8c4bea784a645942,558845,female,35,yes,TRUE,NA
caf119f0b0a4667daa9a7e3c1aa7b0cf,550765,male,42,yes,TRUE,NA
d8eee9ff3b61c8496ba18d013e3acd7e,1202609,male,26,yes,TRUE,NA
4a7ee71ad42ea3fecfc9992f7a4bb62b,405000,male,51,yes,TRUE,NA
7dbec7b1240a947c0a4b2bb6369bdfbb,432074,male,33,yes,TRUE,NA
32354b0a447219320e77ce3c6a3dbeb2,657225,female,56,yes,TRUE,NA
9b6b985c4c904e3372bb0e068c4600bc,557677,male,25,yes,TRUE,NA
e43529cc8b6a1baa0a29e11dc186bff5,968607,male,30,yes,TRUE,very fun an interesting study.
f8b5f43349040753f2f006572bf54566,1376028,male,32,yes,TRUE,"I would need to know more about the relationships of these people before I would think that any of them would be annoyed by the interactions in the scenarios that I read.

Also, I tend to feel that people get some measure of satisfaction when ever some favor or effort that they have put forth gets reciprocated by a person"
5421e041e0e33bed511dfcbd7c4b8726,528456,male,34,yes,TRUE,NA
9e3f5ba3c240a65c4ae470c3c11519a1,716789,nonconforming,28,yes,TRUE,NA
652a6ffeca4875f3bc006f3f582f05e4,904999,female,23,yes,TRUE,NA
61623ab2395ef82026b8b0912c6eb275,1589198,female,43,yes,TRUE,NA
b31cf63632646f191510fa06b52a880d,476432,male,29,yes,TRUE,NA
828a2f536c1995be8b7d44f3f3703a9d,431358,male,32,yes,TRUE,NA
deffe55712d95cb64450731046c6304e,3910937,female,33,yes,TRUE,no
93ef0e364e67190dba384525222c2c69,1480917,male,37,yes,TRUE,NA
