subject_id,time_elapsed,gender,age,understood,pass_attention,comments
d2a6c80877a9157caa41cb74427f77c8,689229,male,39,yes,TRUE,NA
7383c86636c98cebfbafdb94c310fc61,379309,male,26,yes,TRUE,NA
d8a31b0c46d97f79b42d7e6bf88b2ad9,808369,female,62,yes,TRUE,NA
1c6be1a0c77bbeac941b3f7786b0c490,514534,female,37,yes,TRUE,NA
8baa0c15df3215a7ed0285476180c12b,585704,female,39,yes,TRUE,NA
515b1220677d1a593209da6259f73243,814043,male,30,yes,TRUE,NA
168e60f6ea314e9e0b77200af538705e,362776,female,41,yes,TRUE,NA
28e38959331a294a80bfa566a7721802,1316828,female,39,yes,TRUE,NA
746bb56e477fa0ae07458348cd32c8cc,367367,female,43,yes,TRUE,NA
a229c43610f5123756eaae81ee1cfb80,1268172,male,44,yes,TRUE,NA
f0b50c108a89d3c95885125e89932045,392179,nonconforming,30,yes,TRUE,NA
0056a22d2523561f803d86662062e241,1062746,male,59,yes,TRUE,NA
d3ca0a441c8c83d2a7ef676185479b20,408269,male,43,yes,TRUE,NA
7a19b53f6bcfcf68717d7ec727d5bc09,946288,male,56,yes,TRUE,No technical issues noted
ecab5bd6dcc69a45dcaefd45b1abf963,807623,female,35,yes,TRUE,The survey went well. Thank you for allowing me to participate.
aa6f6cd41207f9d7b87b71ba316e4b08,690590,female,33,yes,TRUE,NA
af4e200a8498ee75fb604985c72099cd,725568,male,32,yes,TRUE,NA
9dc1aa080a0df44d39ade41f006e4bd9,1416873,male,34,yes,TRUE,NA
8485fdacb89f3bc5478e555ad1f8f48c,556915,female,31,yes,TRUE,NA
906e53b0d1cf8c3fafd67c2fa469597d,1277439,male,29,yes,TRUE,NA
7089e50f55e11ec09218d9f7a58486bf,1243541,female,31,yes,TRUE,NA
cf0fbfe6797c174a500ced0bc2913f99,2621263,male,25,yes,TRUE,NA
868a7503cff2fdc18daf09391da6f5dc,478236,female,23,yes,TRUE,NA
3982071ed59cb66bda3a5fcba958272f,521786,male,38,yes,TRUE,NA
db9bc332f4483d998a910ff03b1fafbe,879997,male,44,yes,TRUE,"None,thank you"
03ee5ada7c1a0fff5f56031d3a39b421,655112,male,47,yes,TRUE,NA
b471cda6965be6c0addea826eb6195f9,530860,female,24,yes,TRUE,NA
bfeda4057736d0f4c1ceff36f64f8d40,808525,male,41,yes,TRUE,n/a
2f9bfcaa3db6e2ad41b31e4ee8a07da2,1085276,female,38,yes,TRUE,NA
a4b1999cfb2c73cd62c9d737d8455c92,1967146,nonconforming,36,yes,TRUE,No comments or suggestions.
cbaf2fc8e8adb5750237068cf09f18c1,653484,male,28,yes,TRUE,none
eb9a85e3e3ad7613e3bcbc6e30e9e1ab,887261,female,28,yes,TRUE,NA
40c5d77f93dfe6613f3dd08fffe17743,978221,male,43,yes,TRUE,no comment
8ed8529bb9e2596c5db849713f68de2a,564136,female,29,yes,TRUE,NA
29c5beb78d82eeb647951f71d5feec52,883434,female,25,yes,TRUE,NA
e51b32b4cef420e77d9629ac96c19d4e,701877,male,71,yes,TRUE,NA
5b53d173197bdfc1b5a7d361ec77bc63,528232,male,28,yes,TRUE,NA
ed971b6660900537722bf48b893c3e55,781999,male,24,yes,TRUE,NA
5395051372574103752e9ba8b4c71229,600057,female,33,yes,TRUE,NA
95595d4139f3bcce658d3b53c63b0425,901300,female,39,yes,TRUE,NA
2e3330d3313718b66ed2765b82433943,860059,male,42,yes,TRUE,none
31b525d19f94a881eea92db4f124be56,1077219,male,21,yes,TRUE,NA
b568c4af25cfdb87e1dbe49567885733,1053876,female,34,yes,TRUE,NA
27a36d99c526a96467469239c8e4a0a1,611051,female,40,yes,TRUE,NA
cf02d7ca41e2955b5df818613685a1de,824871,female,39,yes,TRUE,Thank you for the survey opportunity!
9afdd2efea0e43f1f9dca43835a1f673,1293553,male,32,yes,TRUE,None
ff07511ca43402a9ceace1741d068340,1537811,female,43,yes,TRUE,I enjoyed the survey thank you.
6cd4c43fdfcccdb637cd04d04087f66a,2013027,female,70,yes,TRUE,Thanks
5f3bec473f1462f3509ee4f86206661d,629673,female,50,yes,TRUE,NA
98cad7834576e43d9bf5f36c0c5eb58c,1459010,male,61,yes,TRUE,NA
8a8204aebe01417010d4c0ae0865bd82,521552,female,53,yes,TRUE,NA
d23f3cf4e7f452d59120d0d12046853b,1135474,male,29,yes,TRUE,NA
c162eedc7283529e3e323f045b75e752,1046071,female,58,yes,TRUE,NA
bc5c9c36e0505f8bac879ff48ad5f462,1487800,male,37,yes,TRUE,none
4959a2d8519e3438d25f56e817a54918,710304,male,61,yes,TRUE,NA
b017eb3f2fb92693b0f37de07d23da9b,792419,male,51,yes,TRUE,NA
e089e3cec22d1e8481f1cd56967fcf7d,2755169,female,42,yes,TRUE,none at this time. Have a great day!
ff8791789bbc15ca3671b3f081e8f4b0,1814217,female,62,yes,TRUE,none
e68e1050664d4a7a991394c821c2f349,722943,male,26,yes,TRUE,NA
6b89b398c2e11b6c9f99d990074c0f76,1202020,male,28,yes,TRUE,NA
728331c02175f383b38fb01d6bb21187,933440,male,25,yes,TRUE,NA
8990f7625b7cde4e61aafa01f88be6ff,337037,female,22,yes,TRUE,NA
cd44998e7b4de0f3641e97003fddc72d,725794,female,25,yes,TRUE,"On the one with the two girls from the writing workshop, I think it didn't log my response to the second question, but I was trying to select moderately satisfied!"
e523f0d7df89dafb7b17a69c145874cb,1016581,female,45,yes,TRUE,NA
e5ebc959d63f3be1babd31d5097740de,906873,female,60,yes,TRUE,NA
8a0b9d35ac481d9dc3736d1e574c0e55,619961,male,22,yes,TRUE,NA
ca2ed61accb29d76109876b29cf03807,398977,female,23,yes,TRUE,NA
1188152505608349e347d32989380e71,1615642,male,25,yes,TRUE,N/A
