subject_id,time_elapsed,gender,age,understood,pass_attention,comments
7383c86636c98cebfbafdb94c310fc61,379309,male,26,yes,TRUE,NA
d8a31b0c46d97f79b42d7e6bf88b2ad9,808369,female,62,yes,TRUE,NA
515b1220677d1a593209da6259f73243,814043,male,30,yes,TRUE,NA
168e60f6ea314e9e0b77200af538705e,362776,female,41,yes,TRUE,NA
746bb56e477fa0ae07458348cd32c8cc,367367,female,43,yes,TRUE,NA
af4e200a8498ee75fb604985c72099cd,725568,male,32,yes,TRUE,NA
906e53b0d1cf8c3fafd67c2fa469597d,1277439,male,29,yes,TRUE,NA
cf0fbfe6797c174a500ced0bc2913f99,2621263,male,25,yes,TRUE,NA
868a7503cff2fdc18daf09391da6f5dc,478236,female,23,yes,TRUE,NA
db9bc332f4483d998a910ff03b1fafbe,879997,male,44,yes,TRUE,"None,thank you"
b471cda6965be6c0addea826eb6195f9,530860,female,24,yes,TRUE,NA
bfeda4057736d0f4c1ceff36f64f8d40,808525,male,41,yes,TRUE,n/a
a4b1999cfb2c73cd62c9d737d8455c92,1967146,nonconforming,36,yes,TRUE,No comments or suggestions.
29c5beb78d82eeb647951f71d5feec52,883434,female,25,yes,TRUE,NA
e51b32b4cef420e77d9629ac96c19d4e,701877,male,71,yes,TRUE,NA
5b53d173197bdfc1b5a7d361ec77bc63,528232,male,28,yes,TRUE,NA
ed971b6660900537722bf48b893c3e55,781999,male,24,yes,TRUE,NA
5395051372574103752e9ba8b4c71229,600057,female,33,yes,TRUE,NA
2e3330d3313718b66ed2765b82433943,860059,male,42,yes,TRUE,none
31b525d19f94a881eea92db4f124be56,1077219,male,21,yes,TRUE,NA
cf02d7ca41e2955b5df818613685a1de,824871,female,39,yes,TRUE,Thank you for the survey opportunity!
ff07511ca43402a9ceace1741d068340,1537811,female,43,yes,TRUE,I enjoyed the survey thank you.
5f3bec473f1462f3509ee4f86206661d,629673,female,50,yes,TRUE,NA
d23f3cf4e7f452d59120d0d12046853b,1135474,male,29,yes,TRUE,NA
bc5c9c36e0505f8bac879ff48ad5f462,1487800,male,37,yes,TRUE,none
e68e1050664d4a7a991394c821c2f349,722943,male,26,yes,TRUE,NA
728331c02175f383b38fb01d6bb21187,933440,male,25,yes,TRUE,NA
e523f0d7df89dafb7b17a69c145874cb,1016581,female,45,yes,TRUE,NA
e5ebc959d63f3be1babd31d5097740de,906873,female,60,yes,TRUE,NA
1188152505608349e347d32989380e71,1615642,male,25,yes,TRUE,N/A
dce7a1b0f34eb35e5bae1977cadc26fc,917615,female,25,yes,TRUE,NA
8bef799a726453f7130db96430400026,612415,male,25,yes,TRUE,NA
ba02f29327cd04b776a765cc3931d935,539862,female,28,yes,TRUE,NA
b09774ef4fb14a371420ed2d6068a2ee,666726,male,22,yes,TRUE,NA
1020698265d01793927f95cb33fcbb4d,996623,nonconforming,21,yes,TRUE,NA
45ca78b10aa552069035ff6589e399b2,1054345,female,47,yes,TRUE,NA
b4f8b2442a2edfc3cf2c9243cdd92c3d,850437,female,39,yes,TRUE,NA
29e8e4b9d27ef4ff0d3ac620f90b2b4e,351242,male,43,yes,TRUE,NA
f82285267cc5ad37d29eea304cd13f3c,684319,female,27,yes,TRUE,NA
550997b2fc20669b54441eaffd614c3f,842409,female,24,yes,TRUE,NA
fc90a62500583da52b867948864dfaba,652903,female,20,yes,TRUE,NA
6aac71e7a97fd91ad17dddb77cb9444c,779761,female,21,yes,TRUE,NA
409bd1fbf126b841b34f1924c1a408ca,340678,male,21,yes,TRUE,NA
902410fbfcd479a22ab87aa07d1c836a,601658,male,30,yes,TRUE,no thank you for the opportunity
9ad443d0e6308ac3d271c081cefd7b03,831110,female,25,yes,TRUE,NA
dffce6c012fea9287d1bd57934945d79,1567668,male,46,yes,TRUE,nope
ad421e1590d358284d5827f37255c5c6,607465,male,30,yes,TRUE,NA
1d3441a3a775a233d9ca95702da40f85,535068,male,26,yes,TRUE,NA
1e0341db81e70ec659b315d904d42fd4,1939768,female,19,yes,TRUE,NA
bdd2cc01668c17ffdc1a0fa53a67aee8,987208,female,64,yes,TRUE,NA
1e35edcf34a0ce5224d809cdb66783ba,2594249,female,52,yes,FALSE,NA
a21d44053eed9466a1c3bbe0a57e13c8,393253,male,21,yes,TRUE,NA
bffda1ee36557501842cdee7c8eabfb1,982332,nonconforming,29,yes,TRUE,NA
c1c15f50b03cb3b482a61120f53729cd,848303,female,22,yes,TRUE,NA
6d9a075fa2ed58b6d9a2062aeff4d517,556162,male,20,yes,TRUE,NA
94f905fb4c453b9a19dbb62a511cd6eb,645131,female,28,yes,TRUE,NA
43cf62e7e3c617c47af7a61e6f46c15d,343195,male,53,yes,TRUE,NA
